customer_id;number_of_orders; ingresos;date_most_recent
6352;1;295045;9/03/2021
6353;1;274716;28/01/2021
6354;1;297885;15/01/2021
6355;1;263573;21/02/2021
6356;1;87447;26/02/2021
6357;1;161255;12/02/2021
6358;1;153890;26/02/2021
6359;1;300619;3/03/2021
6360;1;289967;24/03/2021
6361;1;228970;26/12/2020
6362;1;258606;22/01/2021
6363;1;303011;9/02/2021
6364;1;216055;28/12/2020
6365;1;103101;25/01/2021
6366;1;329147;9/02/2021
6367;1;248953;20/02/2021
6368;1;127919;9/03/2021
6369;1;295375;30/12/2020
6370;1;304801;31/12/2020
6371;1;128789;11/03/2021
6372;1;285819;5/03/2021
6373;1;306044;10/01/2021
6374;1;98150;21/01/2021
6375;1;255305;15/01/2021
6376;1;182311;21/12/2020
6377;1;274491;9/02/2021
6378;1;247864;11/03/2021
6379;1;197007;9/02/2021
6380;1;227441;28/02/2021
6381;1;287083;9/02/2021
6382;1;101350;9/02/2021
6383;1;149156;9/02/2021
6384;1;252140;9/02/2021
6385;1;238050;1/02/2021
6386;1;403231;17/01/2021
6387;1;247361;11/02/2021
6388;1;217557;18/03/2021
6389;1;244634;9/02/2021
6390;1;108403;9/02/2021
6391;1;277632;9/02/2021
6392;1;287747;9/02/2021
6393;1;325995;3/02/2021
6394;1;208588;9/02/2021
6395;1;391551;25/02/2021
6396;1;204997;9/02/2021
6397;1;338628;9/01/2021
6398;1;141342;9/03/2021
6399;1;186549;19/01/2021
6400;1;317762;9/02/2021
6401;1;382537;25/02/2021
6402;1;230197;20/01/2021
6403;1;166974;10/02/2021
6404;1;306659;1/02/2021
6405;1;133905;23/12/2020
6406;1;295049;28/01/2021
6407;1;278895;5/01/2021
6408;1;184295;10/02/2021
6409;1;235225;9/02/2021
6410;1;258396;5/02/2021
6411;1;310133;7/01/2021
6412;1;88005;12/01/2021
6413;1;213042;16/01/2021
6414;1;147492;31/12/2020
6415;1;387075;27/01/2021
6416;1;215094;18/01/2021
6417;1;363136;2/02/2021
6418;1;215253;30/01/2021
6419;1;332604;25/03/2021
6420;1;321975;6/02/2021
6421;1;238597;22/03/2021
6422;1;295572;18/03/2021
6423;1;193422;15/01/2021
6424;1;310772;20/02/2021
6425;1;306110;10/02/2021
6426;1;206690;30/01/2021
6427;1;228857;23/02/2021
6428;1;309103;10/02/2021
6429;1;200907;25/01/2021
6430;1;258605;10/02/2021
6431;1;292555;10/02/2021
6432;1;371625;1/03/2021
6433;1;120870;22/02/2021
6434;1;139417;7/01/2021
6435;1;336837;5/01/2021
6436;1;152169;1/02/2021
6437;1;234982;10/02/2021
6438;1;198617;14/01/2021
6439;1;81480;5/03/2021
6440;1;213833;17/02/2021
6441;1;92952;19/02/2021
6442;1;146033;10/02/2021
6443;1;231186;14/01/2021
6444;1;151279;24/12/2020
6445;1;173343;10/02/2021
6446;1;98655;15/01/2021
6447;1;331525;21/12/2020
6448;1;236129;28/12/2020
6449;1;235596;10/02/2021
6450;1;224673;23/01/2021
6451;1;124802;4/01/2021
6452;1;355191;11/02/2021
6453;1;158749;20/02/2021
6454;1;234297;10/02/2021
6455;1;217248;5/01/2021
6456;1;145591;22/02/2021
6457;1;39196;21/12/2020
6458;1;153415;28/02/2021
6459;1;352836;13/01/2021
6460;1;181601;16/01/2021
6461;1;323790;1/03/2021
6462;1;290606;20/03/2021
6463;1;272989;13/03/2021
6464;1;288541;10/02/2021
6465;1;118343;16/02/2021
6466;1;101485;12/03/2021
6467;1;138528;28/12/2020
6468;1;229591;24/12/2020
6469;1;131721;10/02/2021
6470;1;290232;8/01/2021
6471;1;209267;1/03/2021
6472;1;101516;24/02/2021
6473;1;264184;6/02/2021
6474;1;318936;2/03/2021
6475;1;310737;4/01/2021
6476;1;215704;11/02/2021
6477;1;79670;27/02/2021
6478;1;249203;17/02/2021
6479;1;223404;3/03/2021
6480;1;176730;11/03/2021
6481;1;263947;19/01/2021
6482;1;303427;6/01/2021
6483;1;217819;19/01/2021
6484;1;96822;10/02/2021
6485;1;325183;2/02/2021
6486;1;90056;10/02/2021
6487;1;180694;18/01/2021
6488;1;141172;13/03/2021
6489;1;83565;10/02/2021
6490;1;264546;15/02/2021
6491;1;278847;9/01/2021
6492;1;319164;10/02/2021
6493;1;190442;10/02/2021
6494;1;206407;10/02/2021
6495;1;126281;22/01/2021
6496;1;193396;21/01/2021
6497;1;241257;10/01/2021
6498;1;308538;30/12/2020
6499;1;208508;16/01/2021
6500;1;112604;30/12/2020
6501;1;331338;28/12/2020
6502;1;250794;5/02/2021
6503;1;37087;17/03/2021
6504;1;215474;10/02/2021
6505;1;325956;21/01/2021
6506;1;282618;27/01/2021
6507;1;171204;24/02/2021
6508;1;169693;2/01/2021
6509;1;160806;26/12/2020
6510;1;362582;7/01/2021
6511;1;190284;27/02/2021
6512;1;226325;12/02/2021
6513;1;274650;22/12/2020
6514;1;168252;10/02/2021
6515;1;305304;2/01/2021
6516;1;302611;3/01/2021
6517;1;107286;24/12/2020
6518;1;254345;4/01/2021
6519;1;113153;28/12/2020
6520;1;134703;19/01/2021
6521;1;124442;11/12/2020
6522;1;113275;7/01/2021
6523;1;252353;23/01/2021
6524;1;160590;16/01/2021
6525;1;286367;10/02/2021
6526;1;220736;30/01/2021
6527;1;278936;15/01/2021
6528;1;218394;27/01/2021
6529;1;321711;2/03/2021
6530;1;127439;24/01/2021
6531;1;165751;10/02/2021
6532;1;287459;21/12/2020
6533;1;283985;7/01/2021
6534;1;237593;10/02/2021
6535;1;409908;10/02/2021
6536;1;226353;11/01/2021
6537;1;300574;10/02/2021
6538;1;234932;13/01/2021
6539;1;273047;10/02/2021
6540;1;196160;1/03/2021
6541;1;254326;9/03/2021
6542;1;265084;23/01/2021
6543;1;351629;30/12/2020
6544;1;199787;10/02/2021
6545;1;135346;25/02/2021
6546;1;256267;10/02/2021
6547;1;203728;16/01/2021
6548;1;274445;9/03/2021
6549;1;179397;12/01/2021
6550;1;165062;25/01/2021
6551;1;226032;10/02/2021
6552;1;353378;15/03/2021
6553;1;314518;19/02/2021
6554;1;205272;11/03/2021
6555;1;253170;10/02/2021
6556;1;196584;10/02/2021
6557;1;277636;16/12/2020
6558;1;240201;30/01/2021
6559;1;289952;16/02/2021
6560;1;233847;12/01/2021
6561;1;157972;11/02/2021
6562;1;154230;8/02/2021
6563;1;171310;19/01/2021
6564;1;328076;8/02/2021
6565;1;180284;25/03/2021
6566;1;205322;11/02/2021
6567;1;279869;16/01/2021
6568;1;230715;20/01/2021
6569;1;217384;28/01/2021
6570;1;111221;18/02/2021
6571;1;242042;6/01/2021
6572;1;342317;24/12/2020
6573;1;166734;11/02/2021
6574;1;158393;15/03/2021
6575;1;246182;16/03/2021
6576;1;301455;3/02/2021
6577;1;84932;16/12/2020
6578;1;260611;2/03/2021
6579;1;288906;15/03/2021
6580;1;387959;4/01/2021
6581;1;312039;20/01/2021
6582;1;171473;31/12/2020
6583;1;332381;12/02/2021
6584;1;193403;31/01/2021
6585;1;306391;22/02/2021
6586;1;253082;20/01/2021
6587;1;241520;11/02/2021
6588;1;361751;9/03/2021
6589;1;270527;8/03/2021
6590;1;292087;10/03/2021
6591;1;242320;10/02/2021
6592;1;325635;10/03/2021
6593;1;193880;16/03/2021
6594;1;246929;31/01/2021
6595;1;192589;16/01/2021
6596;1;239835;17/02/2021
6597;1;214949;25/02/2021
6598;1;136545;11/02/2021
6599;1;105909;12/02/2021
6600;1;143625;11/02/2021
6601;1;390406;16/01/2021
6602;1;205439;27/02/2021
6603;1;362147;27/01/2021
6604;1;167205;4/01/2021
6605;1;133728;22/01/2021
6606;1;325972;21/03/2021
6607;1;69637;29/01/2021
6608;1;210021;10/03/2021
6609;1;329036;11/02/2021
6610;1;83590;11/02/2021
6611;1;305197;12/02/2021
6612;1;133748;11/02/2021
6613;1;335315;16/03/2021
6614;1;80172;15/02/2021
6615;1;97684;11/02/2021
6616;1;219123;11/02/2021
6617;1;208224;13/01/2021
6618;1;286948;6/03/2021
6619;1;230504;29/12/2020
6620;1;110781;10/02/2021
6621;1;385576;4/03/2021
6622;1;162492;26/12/2020
6623;1;84786;24/01/2021
6624;1;276319;25/01/2021
6625;1;176312;2/02/2021
6626;1;283261;6/01/2021
6627;1;317782;19/01/2021
6628;1;302002;11/02/2021
6629;1;163251;15/01/2021
6630;1;277416;11/02/2021
6631;1;275491;6/01/2021
6632;1;305241;17/02/2021
6633;1;327153;11/02/2021
6634;1;99981;12/01/2021
6635;1;385367;11/03/2021
6636;1;266270;20/02/2021
6637;1;271363;16/12/2020
6638;1;190669;11/02/2021
6639;1;72291;21/02/2021
6640;1;156160;9/02/2021
6641;1;217876;11/01/2021
6642;1;89775;18/01/2021
6643;1;176214;26/02/2021
6644;1;78989;11/02/2021
6645;1;311059;11/02/2021
6646;1;273170;15/03/2021
6647;1;224703;28/01/2021
6648;1;200840;11/02/2021
6649;1;263955;21/01/2021
6650;1;373985;25/01/2021
6651;1;236452;15/02/2021
6652;1;305390;19/01/2021
6653;1;201538;25/01/2021
6654;1;207646;26/01/2021
6655;1;175186;11/02/2021
6656;1;271269;22/01/2021
6657;1;309408;4/01/2021
6658;1;106800;10/03/2021
6659;1;157319;17/02/2021
6660;1;39616;21/12/2020
6661;1;85157;11/02/2021
6662;1;216907;2/02/2021
6663;1;186326;3/01/2021
6664;1;255943;20/02/2021
6665;1;238135;6/03/2021
6666;1;289667;13/12/2020
6667;1;80032;29/01/2021
6668;1;231163;9/01/2021
6669;1;249900;11/02/2021
6670;1;231528;27/02/2021
6671;1;316597;11/02/2021
6672;1;260326;11/02/2021
6673;1;273477;23/01/2021
6674;1;304365;18/02/2021
6675;1;399403;3/03/2021
6676;1;273610;12/01/2021
6677;1;246188;25/03/2021
6678;1;189517;2/03/2021
6679;1;299783;11/02/2021
6680;1;322984;28/12/2020
6681;1;321235;22/01/2021
6682;1;268070;18/12/2020
6683;1;277085;23/03/2021
6684;1;232442;17/03/2021
6685;1;332780;11/02/2021
6686;1;204431;18/01/2021
6687;1;230271;22/01/2021
6688;1;227635;19/02/2021
6689;1;140302;11/02/2021
6690;1;232311;22/02/2021
6691;1;208814;11/02/2021
6692;1;168988;12/02/2021
6693;1;305052;26/01/2021
6694;1;372036;16/03/2021
6695;1;278318;20/02/2021
6696;1;194940;25/01/2021
6697;1;220293;8/03/2021
6698;1;186477;9/03/2021
6699;1;179128;16/02/2021
6700;1;256535;23/02/2021
6701;1;188319;3/03/2021
6702;1;154103;12/02/2021
6703;1;160778;12/02/2021
6704;1;123076;18/01/2021
6705;1;240898;5/02/2021
6706;1;236803;29/01/2021
6707;1;195593;4/03/2021
6708;1;223436;13/03/2021
6709;1;301038;24/02/2021
6710;1;194979;16/01/2021
6711;1;109906;2/02/2021
6712;1;230085;9/01/2021
6713;1;193974;26/01/2021
6714;1;285055;4/02/2021
6715;1;344078;4/02/2021
6716;1;194892;12/02/2021
6717;1;343925;12/02/2021
6718;1;235215;5/03/2021
6719;1;177034;21/03/2021
6720;1;143648;23/12/2020
6721;1;269571;9/01/2021
6722;1;139979;4/01/2021
6723;1;329672;13/01/2021
6724;1;141746;12/02/2021
6725;1;120723;24/02/2021
6726;1;147812;1/02/2021
6727;1;216989;10/02/2021
6728;1;214372;3/03/2021
6729;1;289899;26/12/2020
6730;1;177032;12/02/2021
6731;1;139144;7/01/2021
6732;1;166897;21/02/2021
6733;1;145352;4/02/2021
6734;1;199598;25/01/2021
6735;1;174186;6/03/2021
6736;1;296139;13/01/2021
6737;1;305002;17/03/2021
6738;1;305642;2/02/2021
6739;1;204620;18/02/2021
6740;1;317405;11/02/2021
6741;1;238027;12/02/2021
6742;1;220891;29/01/2021
6743;1;218385;24/02/2021
6744;1;236911;8/03/2021
6745;1;271558;11/01/2021
6746;1;280392;13/01/2021
6747;1;211827;2/01/2021
6748;1;288374;12/02/2021
6749;1;254047;15/03/2021
6750;1;229630;19/02/2021
6751;1;377814;12/02/2021
6752;1;170828;4/01/2021
6753;1;208035;12/03/2021
6754;1;269682;25/01/2021
6755;1;166366;27/01/2021
6756;1;197123;29/01/2021
6757;1;265940;5/01/2021
6758;1;268776;13/01/2021
6759;1;237280;12/02/2021
6760;1;80932;4/02/2021
6761;1;301385;30/12/2020
6762;1;192805;16/02/2021
6763;1;264020;23/02/2021
6764;1;234734;2/02/2021
6765;1;181994;2/03/2021
6766;1;357563;12/02/2021
6767;1;137172;2/02/2021
6768;1;186369;12/02/2021
6769;1;147954;21/02/2021
6770;1;156543;30/12/2020
6771;1;216964;30/01/2021
6772;1;283028;21/02/2021
6773;1;203544;12/02/2021
6774;1;326928;21/02/2021
6775;1;162066;13/01/2021
6776;1;235053;21/01/2021
6777;1;239157;12/02/2021
6778;1;106219;1/02/2021
6779;1;253280;12/02/2021
6780;1;261178;9/02/2021
6781;1;173854;9/01/2021
6782;1;279863;26/01/2021
6783;1;199035;18/02/2021
6784;1;314439;12/02/2021
6785;1;224520;6/02/2021
6786;1;168734;24/01/2021
6787;1;247071;12/02/2021
6788;1;184783;12/02/2021
6789;1;179798;12/02/2021
6790;1;185530;13/01/2021
6791;1;130159;12/02/2021
6792;1;321301;12/02/2021
6793;1;287585;8/02/2021
6794;1;349907;2/01/2021
6795;1;307418;5/02/2021
6796;1;308294;26/02/2021
6797;1;305195;15/01/2021
6798;1;325458;12/02/2021
6799;1;250876;27/01/2021
6800;1;96341;14/12/2020
6801;1;202539;23/12/2020
6802;1;304799;20/02/2021
6803;1;307606;25/01/2021
6804;1;78190;12/02/2021
6805;1;229420;11/03/2021
6806;1;327601;8/02/2021
6807;1;338324;12/02/2021
6808;1;304776;23/02/2021
6809;1;299627;26/01/2021
6810;1;105788;10/02/2021
6811;1;197700;16/02/2021
6812;1;281251;28/02/2021
6813;1;359002;25/01/2021
6814;1;146276;29/12/2020
6815;1;207751;15/03/2021
6816;1;255838;21/01/2021
6817;1;317202;15/02/2021
6818;1;218151;26/01/2021
6819;1;353003;20/03/2021
6820;1;157960;13/02/2021
6821;1;241401;16/02/2021
6822;1;148614;2/03/2021
6823;1;243619;13/02/2021
6824;1;181568;13/02/2021
6825;1;280750;13/02/2021
6826;1;243859;6/03/2021
6827;1;212755;13/02/2021
6828;1;118009;25/02/2021
6829;1;207845;26/12/2020
6830;1;282471;19/01/2021
6831;1;162145;13/02/2021
6832;1;174372;13/01/2021
6833;1;248158;9/03/2021
6834;1;163622;13/02/2021
6835;1;270490;9/01/2021
6836;1;61449;18/02/2021
6837;1;77851;15/03/2021
6838;1;183422;13/02/2021
6839;1;354141;20/02/2021
6840;1;231693;9/03/2021
6841;1;188347;17/02/2021
6842;1;207770;15/01/2021
6843;1;233477;2/03/2021
6844;1;388922;9/02/2021
6845;1;347991;3/02/2021
6846;1;357430;30/01/2021
6847;1;147922;25/02/2021
6848;1;362792;28/01/2021
6849;1;178670;13/02/2021
6850;1;232351;29/01/2021
6851;1;291769;7/12/2020
6852;1;248409;5/03/2021
6853;1;249252;2/03/2021
6854;1;228367;9/02/2021
6855;1;91661;28/12/2020
6856;1;320674;27/01/2021
6857;1;257445;29/01/2021
6858;1;354522;3/02/2021
6859;1;37649;26/12/2020
6860;1;223613;13/02/2021
6861;1;182277;13/02/2021
6862;1;115477;26/12/2020
6863;1;341885;13/02/2021
6864;1;267026;30/01/2021
6865;1;262187;19/02/2021
6866;1;121750;13/02/2021
6867;1;138439;5/03/2021
6868;1;318338;13/02/2021
6869;1;360277;12/03/2021
6870;1;254548;23/12/2020
6871;1;201804;18/03/2021
6872;1;184277;9/03/2021
6873;1;219390;19/02/2021
6874;1;236161;13/02/2021
6875;1;86620;17/12/2020
6876;1;216119;11/02/2021
6877;1;309447;19/02/2021
6878;1;254787;14/01/2021
6879;1;211987;14/01/2021
6880;1;318871;6/01/2021
6881;1;183321;1/02/2021
6882;1;146677;19/02/2021
6883;1;187900;4/01/2021
6884;1;339669;13/01/2021
6885;1;219725;13/02/2021
6886;1;170015;9/01/2021
6887;1;199988;10/01/2021
6888;1;284694;8/03/2021
6889;1;134300;24/02/2021
6890;1;328848;13/02/2021
6891;1;209196;13/02/2021
6892;1;120792;13/02/2021
6893;1;183657;13/03/2021
6894;1;117998;13/02/2021
6895;1;117510;23/02/2021
6896;1;149977;11/12/2020
6897;1;287028;23/12/2020
6898;1;146910;22/01/2021
6899;1;257297;13/02/2021
6900;1;273254;26/02/2021
6901;1;288208;5/01/2021
6902;1;391381;21/02/2021
6903;1;358074;18/12/2020
6904;1;200967;14/01/2021
6905;1;350324;1/03/2021
6906;1;255490;16/02/2021
6907;1;115479;13/02/2021
6908;1;197475;23/01/2021
6909;1;250063;15/02/2021
6910;1;219937;19/01/2021
6911;1;234784;13/02/2021
6912;1;210388;16/01/2021
6913;1;109571;4/01/2021
6914;1;249928;28/01/2021
6915;1;228976;18/03/2021
6916;1;150453;20/01/2021
6917;1;210089;13/02/2021
6918;1;282399;23/01/2021
6919;1;225935;6/01/2021
6920;1;297212;11/02/2021
6921;1;192804;13/02/2021
6922;1;143130;22/01/2021
6923;1;259071;13/02/2021
6924;1;277352;12/12/2020
6925;1;222091;20/02/2021
6926;1;97717;24/02/2021
6927;1;164262;22/01/2021
6928;1;267799;2/03/2021
6929;1;236619;13/02/2021
6930;1;132835;10/02/2021
6931;1;290825;21/12/2020
6932;1;287664;13/02/2021
6933;1;197310;13/02/2021
6934;1;99315;13/02/2021
6935;1;41420;2/03/2021
6936;1;192422;15/02/2021
6937;1;281122;9/03/2021
6938;1;203827;21/02/2021
6939;1;193536;22/02/2021
6940;1;287378;13/03/2021
6941;1;201927;24/01/2021
6942;1;186749;26/01/2021
6943;1;156582;3/02/2021
6944;1;132656;19/02/2021
6945;1;105449;10/02/2021
6946;1;230240;13/02/2021
6947;1;242545;13/02/2021
6948;1;353854;16/01/2021
6949;1;307616;6/01/2021
6950;1;193749;15/02/2021
6951;1;249489;7/01/2021
6952;1;306438;26/01/2021
6953;1;302185;18/12/2020
6954;1;124390;13/02/2021
6955;1;141613;13/02/2021
6956;1;208329;10/03/2021
6957;1;188028;20/01/2021
6958;1;220208;22/02/2021
6959;1;196951;30/12/2020
6960;1;192711;13/02/2021
6961;1;72326;13/02/2021
6962;1;270343;26/02/2021
6963;1;395164;15/12/2020
6964;1;104494;28/02/2021
6965;1;296369;19/01/2021
6966;1;305717;18/01/2021
6967;1;158661;25/01/2021
6968;1;380941;1/02/2021
6969;1;351428;16/03/2021
6970;1;299751;26/02/2021
6971;1;332993;29/01/2021
6972;1;224348;22/02/2021
6973;1;137904;16/01/2021
6974;1;252193;2/01/2021
6975;1;373010;13/02/2021
6976;1;136622;7/01/2021
6977;1;62268;19/12/2020
6978;1;287270;18/02/2021
6979;1;216360;13/02/2021
6980;1;281369;11/02/2021
6981;1;101767;5/01/2021
6982;1;300697;20/02/2021
6983;1;264493;28/12/2020
6984;1;175295;26/02/2021
6985;1;179116;13/02/2021
6986;1;280067;19/01/2021
6987;1;174658;13/02/2021
6988;1;114033;10/01/2021
6989;1;360079;26/01/2021
6990;1;134399;2/01/2021
6991;1;150536;7/01/2021
6992;1;88210;13/02/2021
6993;1;77334;12/03/2021
6994;1;286511;16/02/2021
6995;1;276191;4/03/2021
6996;1;301536;22/01/2021
6997;1;252929;4/02/2021
6998;1;145842;6/02/2021
6999;1;383568;11/12/2020
7000;1;214005;14/02/2021
7001;1;154774;14/02/2021
7002;1;287091;14/02/2021
7003;1;119446;6/01/2021
7004;1;247819;23/01/2021
7005;1;329292;10/01/2021
7006;1;163233;19/01/2021
7007;1;231289;16/02/2021
7008;1;277687;9/02/2021
7009;1;262732;26/01/2021
7010;1;342044;15/03/2021
7011;1;145044;23/02/2021
7012;1;151592;14/02/2021
7013;1;229261;14/02/2021
7014;1;191455;15/03/2021
7015;1;47715;26/12/2020
7016;1;119064;2/02/2021
7017;1;339425;18/02/2021
7018;1;148185;14/02/2021
7019;1;254831;9/02/2021
7020;1;283212;23/01/2021
7021;1;305802;25/01/2021
7022;1;329093;10/03/2021
7023;1;187957;6/02/2021
7024;1;143646;22/02/2021
7025;1;146575;24/12/2020
7026;1;220849;19/01/2021
7027;1;319201;24/01/2021
7028;1;224060;3/03/2021
7029;1;272464;14/01/2021
7030;1;162108;23/02/2021
7031;1;157293;23/01/2021
7032;1;200021;19/01/2021
7033;1;61860;14/02/2021
7034;1;164056;20/02/2021
7035;1;349025;2/03/2021
7036;1;329851;14/02/2021
7037;1;58548;5/12/2020
7038;1;301359;22/02/2021
7039;1;267566;6/03/2021
7040;1;134968;14/02/2021
7041;1;398191;14/02/2021
7042;1;331269;20/01/2021
7043;1;189570;27/01/2021
7044;1;140522;15/02/2021
7045;1;249649;26/01/2021
7046;1;156271;5/03/2021
7047;1;178206;30/01/2021
7048;1;222170;3/03/2021
7049;1;182703;15/02/2021
7050;1;328945;28/02/2021
7051;1;294368;20/02/2021
7052;1;362122;27/12/2020
7053;1;271586;25/01/2021
7054;1;86407;2/01/2021
7055;1;235887;22/01/2021
7056;1;145166;11/02/2021
7057;1;198732;12/02/2021
7058;1;332153;15/02/2021
7059;1;139754;3/12/2020
7060;1;248838;22/01/2021
7061;1;160565;15/03/2021
7062;1;283016;5/02/2021
7063;1;253060;15/02/2021
7064;1;233919;15/02/2021
7065;1;229222;15/02/2021
7066;1;58840;8/02/2021
7067;1;258687;15/02/2021
7068;1;231485;20/02/2021
7069;1;149237;15/02/2021
7070;1;249330;13/02/2021
7071;1;223026;17/01/2021
7072;1;290041;15/12/2020
7073;1;138488;15/02/2021
7074;1;285950;2/01/2021
7075;1;274633;15/02/2021
7076;1;182628;23/01/2021
7077;1;276274;18/02/2021
7078;1;318877;4/02/2021
7079;1;268463;15/02/2021
7080;1;218617;15/01/2021
7081;1;113273;14/01/2021
7082;1;108637;25/01/2021
7083;1;145636;29/12/2020
7084;1;147989;22/12/2020
7085;1;47615;30/12/2020
7086;1;299487;1/03/2021
7087;1;153839;3/03/2021
7088;1;212543;11/02/2021
7089;1;120558;6/02/2021
7090;1;201089;14/03/2021
7091;1;259514;15/02/2021
7092;1;218257;15/02/2021
7093;1;326272;19/03/2021
7094;1;224288;13/01/2021
7095;1;202594;15/02/2021
7096;1;380851;30/12/2020
7097;1;195727;15/02/2021
7098;1;139428;15/02/2021
7099;1;58419;16/12/2020
7100;1;199264;28/01/2021
7101;1;237305;15/02/2021
7102;1;265596;15/02/2021
7103;1;132214;26/03/2021
7104;1;292589;1/03/2021
7105;1;306431;15/02/2021
7106;1;127055;19/12/2020
7107;1;300647;5/12/2020
7108;1;296536;22/02/2021
7109;1;109762;5/02/2021
7110;1;228287;15/02/2021
7111;1;282380;22/01/2021
7112;1;239074;15/02/2021
7113;1;224946;20/01/2021
7114;1;258455;14/01/2021
7115;1;132119;19/12/2020
7116;1;264814;5/01/2021
7117;1;324716;6/01/2021
7118;1;128000;9/02/2021
7119;1;299501;12/02/2021
7120;1;353493;15/02/2021
7121;1;61962;20/01/2021
7122;1;308691;11/02/2021
7123;1;296207;16/01/2021
7124;1;309490;30/12/2020
7125;1;139862;15/02/2021
7126;1;156425;6/02/2021
7127;1;204031;5/03/2021
7128;1;234464;14/02/2021
7129;1;223933;16/03/2021
7130;1;273611;12/01/2021
7131;1;293595;12/03/2021
7132;1;272376;6/02/2021
7133;1;279585;17/01/2021
7134;1;260296;20/01/2021
7135;1;101823;29/12/2020
7136;1;197053;18/02/2021
7137;1;178073;29/01/2021
7138;1;193565;12/02/2021
7139;1;242091;19/12/2020
7140;1;65848;15/02/2021
7141;1;189393;12/01/2021
7142;1;251448;26/03/2021
7143;1;217512;2/03/2021
7144;1;305306;19/01/2021
7145;1;191991;15/01/2021
7146;1;127796;29/01/2021
7147;1;189479;20/12/2020
7148;1;184226;13/03/2021
7149;1;125430;2/02/2021
7150;1;123496;17/01/2021
7151;1;83012;18/12/2020
7152;1;114452;15/02/2021
7153;1;201959;27/02/2021
7154;1;318985;15/02/2021
7155;1;249123;5/03/2021
7156;1;195944;15/02/2021
7157;1;244015;15/02/2021
7158;1;240839;10/03/2021
7159;1;121840;15/02/2021
7160;1;338720;15/02/2021
7161;1;257471;3/03/2021
7162;1;248664;26/02/2021
7163;1;248883;7/02/2021
7164;1;250286;5/03/2021
7165;1;369979;1/03/2021
7166;1;220909;27/01/2021
7167;1;108709;15/02/2021
7168;1;150766;15/02/2021
7169;1;205614;6/01/2021
7170;1;149851;5/03/2021
7171;1;299983;10/02/2021
7172;1;199138;13/02/2021
7173;1;123220;6/02/2021
7174;1;173715;26/12/2020
7175;1;203493;30/12/2020
7176;1;202540;7/02/2021
7177;1;198147;5/03/2021
7178;1;212989;1/03/2021
7179;1;303979;15/02/2021
7180;1;204642;13/02/2021
7181;1;262745;25/02/2021
7182;1;180077;15/02/2021
7183;1;203897;26/02/2021
7184;1;144141;15/02/2021
7185;1;85359;26/01/2021
7186;1;334394;2/03/2021
7187;1;356966;29/12/2020
7188;1;168282;15/02/2021
7189;1;240233;18/01/2021
7190;1;100773;19/12/2020
7191;1;256402;1/03/2021
7192;1;199915;22/01/2021
7193;1;287032;20/02/2021
7194;1;409149;14/12/2020
7195;1;247671;19/01/2021
7196;1;122287;27/02/2021
7197;1;114890;9/01/2021
7198;1;283094;9/01/2021
7199;1;182621;10/01/2021
7200;1;281793;10/01/2021
7201;1;135257;9/03/2021
7202;1;239525;29/01/2021
7203;1;311859;29/12/2020
7204;1;258986;19/12/2020
7205;1;114482;10/02/2021
7206;1;315256;23/02/2021
7207;1;56811;31/12/2020
7208;1;207881;16/02/2021
7209;1;177085;16/01/2021
7210;1;159413;18/01/2021
7211;1;254591;12/01/2021
7212;1;194445;9/02/2021
7213;1;298563;18/02/2021
7214;1;118731;22/01/2021
7215;1;231819;16/02/2021
7216;1;320673;16/02/2021
7217;1;232768;7/01/2021
7218;1;277951;23/02/2021
7219;1;232979;16/02/2021
7220;1;229471;7/03/2021
7221;1;132915;8/01/2021
7222;1;293356;6/02/2021
7223;1;155901;23/12/2020
7224;1;188321;19/01/2021
7225;1;252606;9/03/2021
7226;1;356391;17/03/2021
7227;1;264902;2/02/2021
7228;1;161399;11/03/2021
7229;1;286199;3/03/2021
7230;1;189108;19/03/2021
7231;1;172431;1/02/2021
7232;1;117590;19/02/2021
7233;1;344752;18/02/2021
7234;1;128918;16/02/2021
7235;1;355358;14/02/2021
7236;1;344684;3/01/2021
7237;1;173900;30/01/2021
7238;1;184757;23/01/2021
7239;1;307216;22/01/2021
7240;1;299365;26/01/2021
7241;1;227084;2/02/2021
7242;1;38039;30/12/2020
7243;1;309777;16/02/2021
7244;1;137773;2/02/2021
7245;1;204880;3/03/2021
7246;1;251867;13/01/2021
7247;1;316404;11/03/2021
7248;1;210195;27/02/2021
7249;1;170044;3/01/2021
7250;1;218336;18/12/2020
7251;1;127333;16/02/2021
7252;1;223067;12/03/2021
7253;1;234684;31/01/2021
7254;1;222121;13/02/2021
7255;1;61815;27/12/2020
7256;1;158206;4/02/2021
7257;1;367045;4/01/2021
7258;1;228402;29/12/2020
7259;1;114642;21/01/2021
7260;1;303987;12/03/2021
7261;1;373814;19/03/2021
7262;1;170662;31/12/2020
7263;1;130479;9/02/2021
7264;1;131798;30/01/2021
7265;1;333759;5/03/2021
7266;1;217937;2/03/2021
7267;1;291205;1/03/2021
7268;1;236824;20/01/2021
7269;1;266739;16/02/2021
7270;1;189758;4/01/2021
7271;1;172711;9/02/2021
7272;1;342522;11/12/2020
7273;1;327824;5/01/2021
7274;1;254397;23/01/2021
7275;1;166512;3/03/2021
7276;1;257331;16/02/2021
7277;1;304619;10/02/2021
7278;1;162537;16/02/2021
7279;1;400663;12/01/2021
7280;1;281384;16/02/2021
7281;1;390658;4/03/2021
7282;1;339512;22/02/2021
